NO2_t-1,NO2_t-2,NO2_t-3,NO2
-1.338899361879836,-0.4432270328789128,-0.2813704406164647,3.580267002689652e-05
-0.0890796986039285,-1.3362827643515212,-0.4426214655499059,9.925049198500346e-06
-1.739821667452643,-0.0879320702569454,-1.3352414452214039,2.122187333952752e-05
-1.0191935290329859,-1.7367338479326282,-0.08749986323954263,1.794606760086026e-05
-1.2281582576868546,-1.0169526961284354,-1.735497135307147,1.8026702491624743e-05
-1.2230145314060985,-1.2256718191518299,-1.0160671888334287,3.557423451638897e-05
-0.10365167517282578,-1.2205341385235833,-1.2246844708063958,5.312176654115319e-05
1.0157111810604467,-0.10248691972733417,-1.2195492970245958,4.160741627856624e-05
0.2812069795915315,1.0155602990689148,-0.1020476109114119,5.654278902511578e-05
1.2339393337990971,0.2819193933755584,1.0154540752017718,4.466655809665099e-05
0.47635064528089494,1.2335319584587314,0.2821711374769957,3.253277827752754e-05
-0.2976671719296228,0.4768336979504724,1.2333193789187868,2.039899845840409e-05
-1.0716849891401408,-0.29627438135729584,0.4769903368347464,8.265218639280647e-06
-1.8457028063506582,-1.0693824606650641,-0.2957405171486226,2.508808574930299e-05
-0.7725665640727127,-1.8424905399728322,-1.0684713711319918,2.6519535822444595e-05
-0.6812538917170888,-0.770615602916429,-1.8412022251153606,3.420431494305376e-05
-0.1910392966488419,-0.6794102544455998,-0.7698502917393854,5.76873298996361e-05
1.3069499737324357,-0.18977183060713382,-0.6786894454126736,2.19553603528766e-05
-0.9724041504973754,1.3064567857079503,-0.1892899325598957,2.8082270243127524e-05
-0.5815665475252668,-0.9702183112507918,1.306208623702433,3.4209180133378446e-05
-0.19072894455315836,-0.5798400772664991,-0.969355607227369,4.033609002362937e-05
0.20010865841895004,-0.18946184328220667,-0.5791678518577675,4.6462999913880296e-05
0.5909462613910589,0.2009163907020858,-0.18898009648816633,5.258990980413122e-05
0.9817838643631673,0.5912946246863787,0.20120765888143494,5.871681969438214e-05
1.3726214673352757,0.9816728586706712,0.5913954142510366,6.433971248043235e-05
1.7313076529711844,1.3720510926549636,0.9815831696206379,3.682880924316123e-05
-0.023621939507662046,1.730315698307815,1.3717709249902392,1.937842262123013e-05
-1.1367878584490263,-0.022551246604740848,1.729860721343194,2.3313711305187702e-05
-0.8857544951726077,-1.1344088116477935,-0.022150941080896113,2.724899998914528e-05
-0.6347211318961891,-0.8836704991574801,-1.1334659935802502,3.1184288673102856e-05
-0.38368776861977033,-0.6329321866671663,-0.8828500247101887,3.0200388512942784e-05
-0.4464510843937987,-0.38219387417685263,-0.6322340558401268,2.9216488352782715e-05
-0.5092144001678268,-0.4448834214070668,-0.381618086970065,2.8232588192622643e-05
-0.5719777159418552,-0.5075729686372807,-0.44427704587062217,2.724868803246257e-05
-0.6347410317158836,-0.5702625158674949,-0.5069360047711791,2.6264787872302506e-05
-0.6975043474899115,-0.6329520630977091,-0.5695949636717362,2.528088771214243e-05
